id,dictionary,reading,meanings,partOfSpeech,verbType,adjectiveType,jlptLevel,frequency
151,"どうせ","どうせ","[""in any case; regardless; either way; after all; no matter what; anyway; indicates inevitability of outcome, resignation or scorn; どうせやるなら上手にやれ。; If you do it at all, do it well.""]","adverb","","","N2",1
152,"どうにか","どうにか","[""in some way or other; one way or another; somehow; only just; barely; 私はどうにか家族を養っている。; I manage to support my family.""]","verb","suru","","N1",1
153,"どうも","どうも","[""thank you; thanks; see: ; どうも有難う;  thank you very much; お土産を頂いてご親切にどうも。; It is so nice of you to give me a present.""]","noun","","","N5",1
154,"どうやら","どうやら","[""possibly; apparently; (seem) likely; seemingly; どうやら食べ過ぎたみたいだ。; I'm afraid I've eaten too much.""]","adverb","","","N1",1
155,"どきどき","どきどき","[""thump-thump; bang-bang; pit-a-pat; pitapat; pitter-patter; 彼は心臓がどきどき打っているのを感じた。; He felt his heart beating fast.""]","noun","","","N2",1
156,"どっと","どっと","[""bursting out (laughter); breaking out (applause); roaring; whooping; 学童たちはどっと笑った。; The pupils burst out laughing.""]","noun","","","N2",1
157,"どれ","どれ","[""which (of three or more); see: ; これ;  1. this; this one; see: ; それ;  1. that; it; see: ; あれ;  1. that; that thing; あなたはそれらのうちのどれを選んでもよい。; You may choose any of them.; あなたの鞄はどれですか。; Which is your bag?""]","noun","","","N3",1
158,"どんどん","どんどん","[""drumming (noise); beating; pounding; banging; booming; stamping; だれかがドアをどんどんたたいている。; Someone is battering at the door.""]","noun","","","",1
159,"どんな","どんな","[""what kind of; what sort of; what; see: ; こんな;  this sort of; this kind of; like this; such; see: ; そんな;  1. such; that sort of; that kind of; like that; see: ; あんな;  that sort of; that kind of; like that; such; so; どんな所がお好きですか。; What kind of places do you like?""]","noun","","","N3",1
160,"どんなに","どんなに","[""how; how much; to what extent; 私がどんなにうれしいか言葉では伝えられない。; Words cannot convey how glad I am.; 君は私がどんなに心配しているかを知らない。; You don't know how worried I am.""]","adverb","","","N2",1
161,"のろのろ","のろのろ","[""slowly; sluggishly; タクシーはカタツムリと同じくらいのろのろ進んでいるように思えた。; The taxi seemed to go as slowly as a snail.""]","noun","suru","","N2",1
162,"のんびり","のんびり","[""at leisure; in a relaxed manner; in a carefree manner; quietly; peacefully; 退職したのでしばらくのんびり暮らすつもりです。; I've retired and I'm going to take it easy for a while.""]","noun","","","N3",1
163,"はい","はい","[""yes; that is correct; 「もしもし、ブラウンさんですか」「はい、そうです」; \""Hello, is this Mrs. Brown?\"" \""Yes, this is Mrs. Brown.\""""]","noun","","","N3",1
164,"はきはき","はきはき","[""briskly; smartly; promptly; clearly; lucidly; はきはきと意見を言ってください。; Please state your opinion crisply and clearly.""]","noun","suru","","N2",1
165,"はっきり","はっきり","[""clearly; plainly; distinctly; そして書かれていることはすべて完全にはっきりと書かれている。; And then everything that was written was completely clear.""]","noun","","","",1
166,"ばてる","ばてる","[""to be exhausted; to be worn out; 彼はすっかりばてていたが、働き続けなければならなかった。; Although he was exhausted, he had to keep working.""]","verb","ichidan","","N1",1
167,"ひたすら","ひたすら","[""intently; single-mindedly; devotedly; solely; earnestly; with all one's heart; 彼はひたすら成功を望んで懸命に働く。; He works hard because he is anxious to succeed.""]","noun","","na_adjective","N1",1
168,"ひょっと","ひょっと","[""possibly; perhaps; perchance; see: ; ひょっとすると;  perhaps; maybe; possibly; see: ; ひょっとしたら;  possibly; by some possibility; perhaps; see: ; ひょっとして;  by any chance; (should) it happen (that); by some chance""]","noun","suru","","N1",1
169,"びっしょり","びっしょり","[""wet through; drenched; 彼女の顔は汗でびっしょりだった。; Her face was drenched with sweat.""]","noun","","na_adjective","N1",1
170,"びり","びり","[""last (on the list); (at the) bottom; (in) last position; tailender; 彼はクラスでびりだった。; He was at the bottom of the class.""]","noun","","","N1",1
171,"ぴかぴか","ぴかぴか","[""with a glitter; with a sparkle; ピッカピカ and ビカビカ are more emphatic; その車はワックスがかけられてピカピカしている。; The car is waxed and shining.""]","noun","suru","na_adjective","N2",1
172,"ぴったり","ぴったり","[""tightly; closely; ぴったし is colloquial; 彼らは息がぴたりと合っている。; They are a perfect match for each other.; 彼女は夫のそばにぴったり寄り添っていた。; She stood close to her husband.""]","noun","suru","","N2",1
173,"ぴたり","ぴたり","[""tightly; closely; ぴったし is colloquial; 彼らは息がぴたりと合っている。; They are a perfect match for each other.; 彼女は夫のそばにぴったり寄り添っていた。; She stood close to her husband.""]","noun","suru","","N2",1
174,"ふらふら","ふらふら","[""unsteadily (e.g. on one's feet); shakily; staggering; tottering; reeling; dizzily; giddily; ワインの飲みすぎでふらふらになった。; He was groggy from too much wine.""]","noun","suru","na_adjective","N1",1
175,"ふんだん","ふんだん","[""plentiful; abundant; ample; lavish; usu. as 〜に; see: ; ふんだんに;  abundantly; plentifully; amply; in plenty; fully; lavishly; generously; liberally; aplenty""]","noun","","na_adjective","N1",1
176,"ぶかぶか","ぶかぶか","[""too large (clothing); baggy; loose-fitting""]","noun","suru","na_adjective","N1",1
177,"ぶつかる","ぶつかる","[""to bump into; to run into; to collide with; to hit; to strike; トラックが我々の車にぶつかった。; The truck bumped into our car.""]","verb","godan","","N2",1
178,"ぶつぶつ","ぶつぶつ","[""grunt; grumble; complaint; mutter; 祖父はいつも何やかやぶつぶつ不平を言っていた。; My grandfather was always grumbling about something or other.""]","noun","","","N2",1
179,"ぶらぶら","ぶらぶら","[""dangling; swaying; swinging; ちょっとその辺をブラブラしました。; I wandered around for a while.""]","noun","suru","na_adjective","N1",1
180,"ぺこぺこ","ぺこぺこ","[""very hungry; starving; famished; お腹がぺこぺこです。; I'm starved.""]","noun","","na_adjective","N1",1
181,"ほっと","ほっと","[""with a feeling of relief; with a sigh of relief; とにかく、試験が終わってほっとしたよ。; Anyhow, I'm relieved the test is over.; 老婆はほっと息をついてにっこり笑った。; The old woman smiled with a sigh of relief.""]","noun","suru","","N1",1
182,"ぼつぼつ","ぼつぼつ","[""gradually; little by little; in a breezy manner""]","noun","","","N1",1
183,"ぼやく","ぼやく","[""to grumble; to complain""]","verb","godan","","N1",1
184,"ぼやける","ぼやける","[""to become dim; to become blurred; テレビの画像はぼやけて見えた。; The TV picture was blurred.""]","verb","ichidan","","N1",1
185,"ぼんやり","ぼんやり","[""dimly; faintly; indistinctly; vaguely; also written as 呆んやり; 私は普通日曜は１日ぼんやりやり過ごします。; I usually spend the whole day idly on Sunday.""]","noun","suru","","N2",1
186,"まあ","まあ","[""just (e.g. \""just wait here\""); come now; now, now; when urging or consoling; まあ、ちょっとは私の身にもなってくださいよ。; Just put yourself in my shoes.""]","adverb","","","N3",1
187,"まあまあ","まあまあ","[""so-so; passable; not (so) bad; reasonable; 「研究はどうですか」「まあまあです」; \""How's your research coming along?\"" \""Not so bad.\""""]","noun","","na_adjective","N2",1
188,"まごつく","まごつく","[""to be confused; to be flustered; to be at a loss; 私を見て、彼女はまごついた。; Seeing me, she was embarrassed.""]","verb","godan","","N1",1
189,"まごまご","まごまご","[""confused; flustered; at a loss; see: ; まごつく;  1. to be confused; to be flustered; to be at a loss""]","noun","suru","","N2",1
